,comentario,liguagem
262,This song is so beautiful. I can’t breath,en
263,"Poraaa, meu kota ouvia muito esse gajo, e hoje eu estou aqui em sua memória, descanse em paz pai.",pt
264,"""Always"" lyrics

Bon Jovi Lyrics",en
265,EXELENTE INTERPRETACION JON,en
266,When I was I child my family is always singing this especially my father and now I'm 19 I always sing it and feel the lyrics,en
267,"J""adore  J""adore  et J""adore. ",pt
268,"Essa música me lembra meu pai, aí como eu sinto saudades dele, te amo meu eterno paizinho️️",pt
269,"Lyrics:

This Romeo is bleeding
But you can't see his blood",en
270,Hell yeah! I listen to it all the time. Just this song from Bon Jovi.,en
271,One of the most beautiful songs I have ever heard!,en
272,"Bon jovi sabes, wow eres mi mejor inspiracion ",en
273,🇧🇷🇧🇷🇧🇷 sempre curtindo ,pt
274,"A parte que mais fala comigo nessa música é essa:  Sei que quando eu morrer, você estará em minha mente
E eu te amarei, sempre.",pt
275,Saudades lembranças ,pt
276,The best love song of all time.,en
277,I love this Song ️️️,en
278,Amo demais  oi,pt
279,"2009/2019, 1994/2019. Mais uma música que deveria ter bilhões, linda e clássica.",pt
280,Ninguém tira trono de Jeová ,pt
281,"Musica  excelente. Sem malícia 
Faz relembrar  bons momentos",pt
282,"No one will truly understand this music. Love it hate it ., This is still one of my favorites!",en
283,"Wow, wowwww BRAVO wonderful 
music, guitar and VOICE ️
My beautiful love ️",en
284,"Quarta feira,8,de março 2023 eu escutando essa nostalgia muito bom",pt
285,"Escutando e lembrando do meu amado pai, que também amava boas músicas. Que saudades!!",pt
286,Hermoso,pt
287,Musica boa de vdd nunca envelhece.,pt
288,This song is still phenomenal,en
289,"O daora é que tem comentários de 3 anos atrás, 2 anos, 8 meses, 1 semana atrás, 1 hora!! Música boa não se perde com o tempo, se torna relíquias, clássicos!! 
Só desejo que 2021 seja um ano bom pra todos! Vamos ter fé ️",pt
290,"Wow, this song  childhood memories",en
291,Cadê os br ouvindo esse hino em 2023?,pt
292,"If you remember this song

you are not old

You are high quality vintage",en
293,1st April 2023 still loving this song ,en
294,Still listening i love this,en
295,"Saudades, pai. Meu eterno Minel.",pt
296,"São tempos difíceis amigos.  O que nos resta é volta no passado,  quando tínhamos músicas de verdade... 2022",pt
297,March 2023 and i am still listen this music.bonjovi always my idol.,en
298,Jon bongiovi ,en
299,"When I was in high school, I used to organize a light and sound event for the Jowi Ball Band. I really liked",en
300,"Cadê os Br em 2023, ouvindo essa enorme  música e massiva do bon jovi que comove seu coração e adrenalina e nostalgia...",pt
301,I love this song now and when it came out,en
302,Im in love with jon bon jovis voice,en
303,Number one group in the world can't get enough,en
304,Falta pouco para chegar a 1 bilhão de visualizações.,pt
305,"Sou de 1984 e não deixo de ouvir esses clássicos; Não tem como não se arrepiar e se emocionar, obgdo Deus por ter nascido em uma época abençoada e mágica . ",pt
306,"April 2023, I am still listening this masterpiece",en
307,April 2023.....A glass of wine and this amazing song ,en
308,April 2023 and still listen to this song everyday . Am I too old fashioned?,en
309,essa musica marcou a minha adolescencia epoca maravilhosa .,pt
310,The 80's never dies,en
311,Amo de Paixão suas músicas desde 1996 Valney Falando diretamente da Bahia Senhor do Bonfim 11/04/2023,pt
312,Tenho ciúmes dessa,pt
313,"I'm still listening in 2022, Always! Bon Jovi is the real life",en
314,Our fave  song 29 years ago,en
315,love song and singer  and music video awesome,en
316,"""Always""

This Romeo is bleeding
But you can't see his blood",en
317,"20 anos tenho hoje, meus filhos farei meus filhos escutarem essa música e outras do Bon Jovi, e farei com que meus filhos façam o mesmo com meus netos.",pt
318,"This Romeo is bleeding
But you can't see his blood
It's nothing but some feelings
That this old dog kicked up",en
319,"This Romeo is bleeding
But you can't see his blood
It's nothing but some feelings
That this old dog kicked up",en
320,This song is amazing,en
321,Música boa pra tomar um torrado ,pt
322,4:41 this part ALWAYS make me laugh. ,en
323,"Bon Jovi remains 1 
 GREATEST.ROCKSTAR.Till The End of Time........................

DooooP Vid  till this Minute!!!",en
324,Ya m still loving the songs of bon jovi.,en
325,O amor é lindo quando é conrespondido ,pt
326,Hoje 19 de março 2023  ouvindo essa linda música,pt
327,"Sempre que escuto essa música me lembro da minha mãe que hoje está no céu, ela adorava eles é sempre colocava a música quando eu era criança hoje é uma lembrança boa e ao mesmo tempo que me faz chorar tanto",pt
328,Essa musica é top,pt
329,O triste é ouvir essa música depois dele ter terminado comigo  parece que a ferida não fecha,pt
330,Halland além de ser jogador é cantor tbm,pt
331,This song is ace reminds me of someone who I'll was love ,en
332,"Ele pode até não ser mais ""jovi"", mais continua sendo ""bon""..",pt
333,"This Romeo is bleeding But you can't see his blood It's nothing but some feelings That this old dog kicked up It's been raining since you left me Now I'm drowning in the flood You see, I've always been a fighter But without you, I give up I can't sing a love song Like the way it's meant to be Well, I guess I'm not that good anymore But baby, that's just me And I will love you, baby, always And I'll be there forever and a day, always I'll be there 'til the stars don't shine 'Til the heavens burst and the words don't rhyme And I know when I die, you'll be on my mind And I'll love you, always Now your pictures that you left behind Are just memories of a different life Some that made us laugh, some that made us cry One that made you have to say goodbye What I'd give to run my fingers through your hair To touch your lips, to hold you near When you say your prayers, try to understand I've made mistakes, I'm just a man When he holds you close, when he pulls you near When he says the words you've been needing to hear I wish I was him With these words of mine To say to you 'til the end of time That I will love you baby, always And I'll be there forever and a day, always If you told me to cry for you, I could If you told me to die for you, I would Take a look at my face There's no price I won't pay To say these words to you Well, there ain't no luck In these loaded dice But baby, if you give me just one more try We can pack up our old dreams And our old lives We'll find a place where the sun still shines And I will love you, baby, always And I'll be there forever and a day, always I'll be there 'til the stars don't shine 'Til the heavens burst and the words don't rhyme I know when I die, you'll be on my mind And I'll love you, always Always, always",en
334,"April 1 ,2023 Always a fan of Bon Jovi",en
335,Música muito linda bons tempos.,pt
336,One of Bon Jovi's all time greatest songs,en
337,2023 still listening to this amazing song.,en
338,"Já dancei agarradinho nas discotecas da vida ,bons tempos¡!quando vc conseguia arrancar o beijo de uma garota seu coração quase explodia de tanto prazer!!!",pt
339,Still Loving It in 2023!! Forever in the 80's,en
340,Hj em dia quase não se ouve mais música como essas época boa de anos atrás,pt
341,Dedicated to the one true love of my life. Always MM.,en
342,Cadê os brasileiros com bom gosto musical??,pt
343,Wonderfull singer and songwriter and Human ,en
344,Bom dimais ,pt
345,4-16-23 So God Inspiring!! My Favorite Song that u Sing!! ️️️,en
346,"What am I supposed to do without you?
Is it too late to pick the pieces up?
Too soon to let them go?
Do you feel damaged just like I do?",en
347,o rock é o único Stilo que toca a alma tanto de um roqueiro ou   de quem só gosta de ouvir uma boa música,pt
348,i love this song,en
349,"Pena que hj em dia, pessoas colocam valor onde não tem valor",pt
350,"Yeah I will love you, baby

Always

And I'll be there, forever and a day

Always",en
351,Fucking brutal singer of my life,en
352,Wonderful lyric,en
353,"Lyrics 
This Romeo is bleeding
But you can't see his blood
It's nothing but some feelings",en
354,"Essa música me marcou demais! Estou eu aqui, em pleno 2023, viajando no tempo pelas lembranças.",pt
355,Pq as músicas antigas são bem melhores que essas atualmente? Nasci na época errada ,pt
356,childhood fav song  2023 ,en
357,"06/07/2019
Às 17:31h
Rio de Janeiro 🇧🇷
Obs: Matando a saudade curtindo esse clássico inesquecível .",pt
358,"Anyone here listening to this masterpiece on this day of 1st May, 2023? Keep reminding me of this song ALWAYS by hitting likes. Have a great life to all the listeners. ",en
359,"This Romeo is bleeding

But you can't see his blood

It's nothing but some feelings

That this old dog kicked up",en
360,Se um dia vc pensar que não é ninguém neste mundo não se desespere lembre-se que vc é o mundo de alguém,pt
361,Belíssima musica. Nunca vai se perder no tempo . Hoje não se vê mais musica com gualidade e que togue o coração,pt
362,Saudades,pt
363,"Isso que é  música,",pt
364,i love this,en
365,20 de Maio 2023....saudades eterna...,pt
366,love this song ,en
367,"Cadê os Brasileiros 🇧🇷 ????
Vamos com tudo nesse hino de Single 
Rumo a 1 Bilhão  pq essa lenda merece ",pt
368,Alguém pode me contar a história dessa música?,pt
369,Nice song,en
370,I don't know who is more beautiful ... Bon Jovi or the song!!!,en
371,"Wow,really i love this song of my Idol Bon Jovi",en
