,comentario,liguagem
87,LA CANCIÓN ESTA FULL PERO TENGO QUE ADMITIR QUE TAMBIEN VINE POR EL CHISME INCLUSO ME PUSE A COMPARAN LAS FOTOS ,en
88,Te amo Maluma besitos,pt
89,Te amo maluma,pt
90,SALUDOS  DE   ALVARO  CLEMENTE   PARA  EL  GRAN  EXPONENTE  DE  LA  MUSICA  MALUMA,pt
91,FELICITACIONES  DE   ALVARO  CLEMENTE    PARA  MALUMA   POR  SUS  CANCIONES,en
92,Mi amor te amo ,pt
93,SIEMPRE TU PAREJA TE DEJA POR INTERESADA Y DESPUES QUIERE VOLVER POR ALGO PERO LO QUE IMPORTA ES EL AMOR EL UNO AL OTRO,en
94,Hermoso amorr,pt
95,Amor de mi vida amo papi,pt
96,FELICITACIONES  DE   ALVARO  CLEMENTE    PARA  MALUMA   POR  SUS  CANCIONES,en
97,Amo mi amor maluma te amo pesos,pt
98,FELICITACIONES  DE   ALVARO  CLEMENTE    PARA  MALUMA   POR  SUS  CANCIONES,en
99,Que lindo ,pt
100,FELICITACIONES  DE   ALVARO  CLEMENTE    PARA  MALUMA   POR  SUS  CANCIONES,en
101,Te amo maluma,pt
102,Gracias a Dios Dios me ama,pt
103,"Qualquer Americo-Latino tem que dominar todas as Paradas Mundiais, seje ele, Anitta, JBalvin, Bad Bunny. Tds merecem.",pt
104,FELICITACIONES  DE   ALVARO  CLEMENTE  PARA   EL  GRAN  MALUMA  POR  SU  CANCION,en
105,FELICITACIONES  DE   ALVARO  CLEMENTE  PARA   EL  GRAN  MALUMA  POR  SU  CANCION,en
106,FELICITACIONES  DE   ALVARO  CLEMENTE  PARA   EL  GRAN  MALUMA  POR  SU  CANCION,en
107,Provérbios de deus: elevai seus pensamentos aos montes de onde virá o seu socorro.,pt
108,Dios todo poderoso té guarde ,pt
109,MALUMA.  TE. AMO,en
110,"Security mouthing ""Shutup"" as they drag him gets me every time lmaoooo",en
111,Rasshole this was my jam when it dropped and it’s still fye,en
112,Te amo maluma,pt
113,"Maluma é o melhor artista dos Estados Unidos, mas para mim ele é o melhor artista de todos os países 🇧🇷🇧🇷🇧🇷🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺",pt
114,FELICITACIONES  DE   ALVARO  CLEMENTE  PARA   EL  GRAN  MALUMA  POR  SU  CANCION,en
115,ROAD TO 1B,en
116,Mi mente cada dos segundos : “Hawái de vacaciones”️,pt
117,Todos somos maluma,pt
118,The summer is coming so save this song you need it i swear,en
119,"NADIE:
ABSOLUTAMENTE NADIE:
MALUMA: CANTA DESMAYADO",en
120,"De: MALUMA🇨🇴
Para: NATALIA 
Y NEYMAR VIENDO ",pt
121,Maluma and Michele Morrone and Zayn are like 3 hot brothers from different races,en
122,NEYMAR ESTA ESCUCHANDO A TODO VOLUMEN JAJAJA,pt
123,"Déjame hablar porfa no me interrumpas, si te hice algo malo entonces disculpas️
#hawai #worldwide #elamornosecompra",pt
124,I don't even understand what he's saying but damn,en
125,te amo,pt
126,YO VINE POR EL CHISME DE NEYMAR Y NO ENCUENTRO EL IG DE MALUMA JAJAJAJA :V,en
127,"Cuanto te gusta Maluma ?
Like:100%
Comenta:50%
Ignora:0%",pt
128,Alguém sabe o @ dela ? Pfv queria seguir ela no Instagram ,pt
129,Parce no me acordaba de este tema,pt
130,Ai,en
131,After watching the video I wish I knew what he was saying.,en
132,"Neymar:LLorando xq perdio
Maluma:Feliz ",pt
133,"Prometo venir cada mes

Julio:✓

Agosto:✓",pt
134,"I think this song is for Natalia.. it starting like the song where Natalia was acting.. and starting where she talks that relationship was taxic, and that what Natalia said a month ago..!!",en
135,Te amo,pt
136,"EL PROBLEMA SE RESOLVERÁ EN LA CANCHA, Y YA SABEMOS QUIEN GANARÁ,  NEYMAR SE CAE A CADA RATO",en
137,asi es ... no puedo mas ,pt
138,Brasil alguém ?,pt
139,Ai,en
140,Te amo rey,pt
141,Yo Soy Fan de Pailita,en
142,Love u ️️️️ like that song.. x ,en
143,Te amo amor,pt
144,1B please,en
145,HOY EL BAYER MÚNICH HARÁ JUSTICIA POR TI PAPI JUANCHO,en
146,I'm praying I can change,en
147,Maluma the best,en
148,Who is the model???? ,en
149,Puede que no te haga falta na. Aparentemente na. ️.,pt
150,Maluma the best singer ever,en
151,"Matense Pues!

Like: Maluma 
Comentario: Farruko ",pt
152,Si mi vida ️ no me has dado  la mano ,pt
153,any fine latina’s here?,en
154,Neymar con tu novia en Hawai ,en
155,Te amo,pt
156,Maluma por favor vuelve con novia,pt
157,Acho que foi duas entidades malignas que encostaram nos cachorros e ceifaram o Roger brasileiro e o mexicano arrancando a cara deles...save me Now Luz de Deus!!!,pt
158,this is such a funny music video,en
159,NO MAMES,pt
160,Maluma stop loving those girls. I'm here baby come to me sweetheart ,en
161,Hola Maluma Hawái? Video de Musica ,pt
162,O,pt
163,2023 from morroco 🇲🇦,pt
164,That true,en
165,Stream guys!!!,en
166,"@Maluma_official amigo ' me gustas , my girlfriend love you sooo much ️ Typ her name ALICE ️",en
167,Pal Billy Baby!,en
168,Papacitooooo,en
169,MEL CANTO TU CANS,en
170,Speak now vibes,en
171,This song is about Maluma's ex who dated Neymar. I still remember the scandal lmao,en
172,Un LOKILLO NEYMAR,en
173,SOY YO O ESE ES SHADOUN,pt
174,Amor amor oeee ,en
175,ESA CANCION ES PARA NEYMAR PORQ LE BAJO LA NOVIA JAJAJAJAJQJA,pt
176,Who come here after maluma deleted all his posts in instagram?,en
177,"Neymar y Maluma baby , fighting",en
178,como olvidar cuando shadoune666 le quito su novia a maluma,pt
179,She got what she deserved!,en
180,"Like the song, don't know what they putting up but not me..",en
181,Contrata wiu caralho ,pt
182,Boa musica para os traidores que ainda prosima mostrai que nao prestao boa musica para eles elisabetegonsalves,pt
183,The best,en
184,esta para darle mucha gaver,pt
185,Alguém em 2023?,pt
186,"This is your ""I was here before 1Billion views"" button",en
187,Yo el verdadero maluma,pt
188,"NOOO, SHADOUNEEEE",pt
189,Maio de 2023,pt
190,mi apodo es malu,pt
191,Miley Cyrus - F U,en
192,was this for neymar?,en
193,Then why he came to her,en
194,O,pt
195,O,pt
196,O,pt
197,O,pt
198,Por menos,pt
199,ES UNA PUTEADA LA PELEA QUE LO SACA A VOLAR PA LA LUNA,pt
200,O,pt
201,O,pt
202,OCustomize J Young_O,en
203,shadoune  ,en
204,O,pt
205,Ewhxnh,en
206,This is so cringe,en
